Test ID,Tier,Surface,Module Area,Role,Preconditions,Steps,Input,Expected Result,Expectation Source,Evidence,Invariant Defended,Risk,Actual Result,Status,Evidence Level,Device/Build,Remarks
T3-27,T3,Parent Android,A phone number in a reply is not tappable,student/parent (household credential),R0 (T0-01) COMPLETE,Get the assistant to state any phone number in a reply -> try to tap it -> try to long-press it,A question whose answer contains a phone number,"Actionable content in a reply is actionable. WHAT THE CODE DOES: the reply is a plain Text with no AnnotatedString, no LinkAnnotation, no autoLink and no ACTION_DIAL anywhere in the file, so no number in any reply is ever tappable - including the Tele-MANAS helpline.",A10 UX-03,AssistantScreen.kt:189-199,Child-safety duty of care,P1,,NOT TESTED,E2,,
T3-28,T3,Parent Android,A URL in a reply is not tappable,student/parent (household credential),R0 (T0-01) COMPLETE,Get the assistant to state a URL in a reply -> try to tap it,A question whose answer contains a URL,Record the behaviour. Same root as T3-27 - no autoLink on the message Text.,A10 UX-03 (same root),AssistantScreen.kt:189-199,,P3,,NOT TESTED,E2,,
T3-29,T3,Parent Android,Reply formatting - markdown rendered or raw,student/parent (household credential),R0 (T0-01) COMPLETE,"Ask a question likely to produce a list or emphasis -> photograph the reply -> record whether any asterisks, hashes or bullet syntax appear as RAW characters","""List everything I owe, one line each""","The reply renders cleanly. The message Text has no markdown renderer, so any markdown the model emits appears as raw characters.",AssistantScreen.kt:189-199,AssistantScreen.kt:189-199,,P3,,NOT TESTED,E2,,
T3-30,T3,Parent Android,Long single-word input and very long replies,student/parent (household credential),R0 (T0-01) COMPLETE,Send a 200-character single word with no spaces -> then ask a question that produces a very long reply -> confirm both wrap and scroll without horizontal overflow,A 200-character unbroken string,Both wrap inside the 300dp bubble cap with no horizontal overflow and the thread scrolls normally.,"AssistantScreen.kt:187,191-193",AssistantScreen.kt:187,,P3,,NOT TESTED,E2,,
T3-31,T3,Parent Android,Person - the parent is addressed as the student,student/parent (household credential),R0 (T0-01) COMPLETE; a parent account,"As a parent, read the four suggestion chips and every tool chip label -> record the pronouns used",(reading),"Copy addresses the person holding the phone. WHAT THE CODE DOES: this is the PARENT app, yet chips read 'Checked YOUR attendance' and 'MY attendance' - the parent is addressed as the student, on a household-shared credential where several wards may exist.",A10 UX-14,"AssistantScreen.kt:228-233,266-296; strings_assistant.xml:24-34",,P3,,NOT TESTED,E2,,
T3-32,T3,Parent Android,Name split - AI Assistant versus Ask ZenXii,student/parent (household credential),R0 (T0-01) COMPLETE,"Note the name in the search catalogue, then the name on the screen -> ask an unbriefed user whether they realise these are the same feature",(observation),"The split is deliberate and defensible: 'AI Assistant' is a category label doing DISCLOSURE work in a list of category nouns, and 'Ask ZenXii' is the product's voice once inside. The sparkle rather than a speech bubble is also right - a bubble would read as messaging a teacher. Record whether real users are confused.",A10 UX-14 - the reasoning is already written down in SearchViewModel.kt:231-235,"SearchViewModel.kt:231-236; strings_assistant.xml:14,20",,P3,,NOT TESTED,E2,,
T3-33,T3,Parent Android,Chips and intro never return,student/parent (household credential),R0 (T0-01) COMPLETE,Send one message -> then look for the suggestion chips and the intro for the rest of the conversation -> record what a user does when they want to know what else they can ask,"(one message, then observation)",Capability hints are available wherever the user might need to re-orient. WHAT THE CODE DOES: the chips are the only thing teaching users what the feature can do and they are withdrawn the instant the user demonstrates interest - precisely when 'what else can I ask?' arrives.,A10 UX-15,"AssistantScreen.kt:112,117",,P3,,NOT TESTED,E2,,
T3-34,T3,Parent Android,Search entry is English-only,student/parent (household credential),R0 (T0-01) COMPLETE; app language Tamil,Set the app language to Tamil -> open search -> try to find the assistant by typing in Tamil -> then try by scrolling -> record whether it is findable at all,(a Tamil search for the assistant),"The feature is findable in every supported locale. WHAT THE CODE DOES: the catalogue title and all eleven keywords are hardcoded English, and search is the ONLY entry point - so the feature is effectively UNREACHABLE in five of six supported languages unless the user happens to type Latin-script English.","A3 M-13 - the highest-impact consequence of an otherwise cosmetic finding; several sibling entries share the flaw, so it is a pre-existing pattern",SearchViewModel.kt:236-238 vs :241 (which does use localizedString),,P2,,NOT TESTED,E2,,
T3-35,T3,Parent Android,Handoff label in every locale,student/parent (household credential),R0 (T0-01) COMPLETE,"For each of the six locales in turn, trigger a handoff and photograph the button label","(six handoffs, one per locale)","The label is translated. WHAT THE CODE DOES: it is server-supplied English and always non-null, so the translated assistant_open_support resource is DEAD in all six locales.",A3 M-03 / A11 B-75,AssistantScreen.kt:216; studentAssistant.js:414-416,,P2,,NOT TESTED,E2,,
T3-36,T3,Parent Android,In-app language change without a process restart,student/parent (household credential),R0 (T0-01) COMPLETE,"Launch the app in English -> change the language to Tamil in Profile -> WITHOUT killing the process, trigger each of the five ViewModel-produced error strings -> record the language each renders in","(language change, then five induced errors)","All five errors render in Tamil. WHAT THE CODE DOES: all five use getString on the APPLICATION context instead of the codebase's mandatory localizedString, against a documented, device-observed failure - so they render in the PROCESS-START language until the process is killed. AssistantViewModel is the only ViewModel in the app that does this.",A3 M-02 HIGH; LocaleManager.kt:197-199 states the rule and :159-169 documents the exact failure,"AssistantViewModel.kt:87,96,104,106,108,109; LocaleManager.kt:159-169,197-199",,P2,,NOT TESTED,E2,,
T3-37,T3,Parent Android,Locale string parity,student/parent (household credential),R0 (T0-01) COMPLETE,Count the strings in each of the six strings_assistant.xml files -> confirm all six carry 25 -> confirm the six locales match LocaleManager.SUPPORTED exactly -> spot-check five strings per locale with a native speaker,(count + native review),"All six files carry exactly 25 strings and cover exactly the supported locales - full parity, no unshipped locale, no missing translation. The files are honestly marked MACHINE-ASSISTED, PENDING NATIVE REVIEW: that native review is what this row asks for.",A3 Q9 / A1 P-8..P-12,values*/strings_assistant.xml; LocaleManager.kt:47-54,,P2,,NOT TESTED,E2,,
T3-38,T3,Parent Android,Hindi UI pass,student/parent (household credential),R0 (T0-01) COMPLETE; app language Hindi,"In Hindi, photograph the empty state, a conversation with a tool chip and a handoff, the quota state and the unavailable state -> record every truncated, clipped or untranslated element",(five screenshots in Hindi),"No truncation, no clipping, no untranslated element other than the known server-supplied ones (the handoff label and server error text).",A3 Q9,values-hi/strings_assistant.xml,,P3,,NOT TESTED,E2,,
T3-39,T3,Parent Android,Tamil UI pass,student/parent (household credential),R0 (T0-01) COMPLETE; app language Tamil,"Repeat the T3-38 sweep in Tamil - Tamil strings are typically the longest, so watch the top bar and the chips",(five screenshots in Tamil),No truncation or clipping.,A3 Q9,values-ta/strings_assistant.xml,,P3,,NOT TESTED,E2,,
T3-40,T3,Parent Android,Telugu UI pass,student/parent (household credential),R0 (T0-01) COMPLETE; app language Telugu,Repeat the T3-38 sweep in Telugu,(five screenshots in Telugu),No truncation or clipping.,A3 Q9,values-te/strings_assistant.xml,,P3,,NOT TESTED,E2,,
T3-41,T3,Parent Android,Marathi UI pass,student/parent (household credential),R0 (T0-01) COMPLETE; app language Marathi,Repeat the T3-38 sweep in Marathi,(five screenshots in Marathi),No truncation or clipping.,A3 Q9,values-mr/strings_assistant.xml,,P3,,NOT TESTED,E2,,
T3-42,T3,Parent Android,Gujarati UI pass,student/parent (household credential),R0 (T0-01) COMPLETE; app language Gujarati,Repeat the T3-38 sweep in Gujarati,(five screenshots in Gujarati),No truncation or clipping.,A3 Q9,values-gu/strings_assistant.xml,,P3,,NOT TESTED,E2,,
T3-43,T3,Parent Android,IME lifts the composer correctly,student/parent (household credential),R0 (T0-01) COMPLETE,Tap the composer -> confirm the keyboard lifts the whole body and the composer rides above it with no double inset and no gap,(tap the composer),"imePadding is applied on the body column outside the composer, and this works only because the Activity calls enableEdgeToEdge - without decorFitsSystemWindows=false the IME insets never reach Compose and imePadding is a no-op.",A3 Q7,"AssistantScreen.kt:97; MainActivity.kt:65; AndroidManifest.xml (no windowSoftInputMode, so adjustResize)",,P2,,NOT TESTED,E2,,
T3-44,T3,Parent Android,Single vertical scrolling region,student/parent (household credential),R0 (T0-01) COMPLETE; a long conversation,Scroll a long conversation -> confirm only ONE vertical scroller responds -> confirm the suggestion-chip row scrolls only horizontally and does not fight the thread,(scrolling),One vertical scroller. The chip row is horizontal-only and does not conflict.,A3 Q7 - the structural discipline is genuinely good and the file documents it,"AssistantScreen.kt:36-42,104-115,274-279",,P3,,NOT TESTED,E2,,
T3-45,T3,Parent Android,Composer grows to four lines then scrolls,student/parent (household credential),R0 (T0-01) COMPLETE,Type six lines into the composer -> confirm it grows to four lines and then scrolls internally rather than pushing the thread off screen,A six-line message,Growth caps at four lines; the thread is not displaced.,A3 Q7,AssistantScreen.kt:320-321,,P3,,NOT TESTED,E2,,
T3-46,T3,Parent Android,Bubble width cap across screen sizes,student/parent (household credential),R0 (T0-01) COMPLETE,"Photograph a long reply on a 5-inch phone, a 6.7-inch phone and a tablet -> measure the bubble width on each","(three devices, one long reply)",The bubble caps at 300dp on every device - the one responsive decision already correct.,A10 UX-13,AssistantScreen.kt:187,,P3,,NOT TESTED,E2,,
T3-47,T3,Parent Android,common_back is declared in a feature strings file,QA operator,R0 (T0-01) COMPLETE,Grep app/src/main/res for common_back -> record where it is declared,(source search),"A generically named, app-wide string is owned by ONE feature's file, in all six locales. Deleting the assistant would delete common_back for whatever adopts it later, and a future strings.xml adding the same name is a duplicate-resource build error. No current conflict.",A3 M-14,"values*/strings_assistant.xml:12,16",,P3,,NOT TESTED,E2,,
